Province/State,Country/Region,Lat,Long,days_since,Confirmed,Deaths,Recovered
NA_Somalia,Somalia,5.1521,46.1996,55,1,0,0
NA_South Africa,South Africa,-30.5595,22.9375,55,62,0,0
NA_Spain,Spain,40.0,-4.0,55,11748,533,1028
NA_Sri Lanka,Sri Lanka,7.0,81.0,55,44,0,1
NA_Sudan,Sudan,12.8628,30.2176,55,1,1,0
NA_Suriname,Suriname,3.9193,-56.0278,55,1,0,0
NA_Sweden,Sweden,63.0,16.0,55,1190,7,1
NA_Switzerland,Switzerland,46.8182,8.2275,55,2700,27,4
NA_Taiwan*,Taiwan*,23.7,121.0,55,77,1,22
NA_Tanzania,Tanzania,-6.369,34.8888,55,1,0,0
NA_Thailand,Thailand,15.0,101.0,55,177,1,41
NA_Togo,Togo,8.6195,0.8248,55,1,0,0
NA_Trinidad and Tobago,Trinidad and Tobago,10.6918,-61.2225,55,5,0,0
NA_Tunisia,Tunisia,34.0,9.0,55,24,0,0
NA_Turkey,Turkey,38.9637,35.2433,55,47,1,0
NA_Uganda,Uganda,1.0,32.0,55,0,0,0
NA_Ukraine,Ukraine,48.3794,31.1656,55,14,2,0
NA_United Arab Emirates,United Arab Emirates,24.0,54.0,55,98,0,23
Bermuda,United Kingdom,32.3078,-64.7505,55,0,0,0
Cayman Islands,United Kingdom,19.3133,-81.2546,55,1,1,0
Channel Islands,United Kingdom,49.3723,-2.3644,55,6,0,0
Gibraltar,United Kingdom,36.1408,-5.3536,55,3,0,1
Isle of Man,United Kingdom,54.2361,-4.5481,55,0,0,0
Montserrat,United Kingdom,16.7425,-62.1874,55,0,0,0
NA_United Kingdom,United Kingdom,55.3781,-3.4360000000000004,55,1950,55,52
NA_Uruguay,Uruguay,-32.5228,-55.7658,55,29,0,0
NA_US,US,37.0902,-95.7129,55,6421,108,17
NA_Uzbekistan,Uzbekistan,41.3775,64.5853,55,10,0,0
NA_Venezuela,Venezuela,6.4238,-66.5897,55,33,0,0
NA_Vietnam,Vietnam,16.0,108.0,55,66,0,16
NA_Zambia,Zambia,-15.4167,28.2833,55,0,0,0
NA_Zimbabwe,Zimbabwe,-20.0,30.0,55,0,0,0
Diamond Princess,Canada,0.0,0.0,55,0,0,0
NA_Dominica,Dominica,15.415,-61.371,55,0,0,0
NA_Grenada,Grenada,12.1165,-61.678999999999995,55,0,0,0
NA_Mozambique,Mozambique,-18.665695,35.529562,55,0,0,0
NA_Syria,Syria,34.802075,38.99681500000001,55,0,0,0
NA_Timor-Leste,Timor-Leste,-8.874217,125.727539,55,0,0,0
NA_Belize,Belize,13.1939,-59.5432,55,0,0,0
NA_Laos,Laos,19.856270000000002,102.495496,55,0,0,0
NA_Libya,Libya,26.3351,17.228331,55,0,0,0
NA_West Bank and Gaza,West Bank and Gaza,31.9522,35.2332,55,39,0,0
NA_Guinea-Bissau,Guinea-Bissau,11.8037,-15.1804,55,0,0,0
NA_Mali,Mali,17.570692,-3.996166000000001,55,0,0,0
NA_Saint Kitts and Nevis,Saint Kitts and Nevis,17.357822,-62.782998,55,0,0,0
Northwest Territories,Canada,64.8255,-124.8457,55,0,0,0
Yukon,Canada,64.2823,-135.0,55,0,0,0
NA_Kosovo,Kosovo,42.602636,20.902977,55,0,0,0
NA_Burma,Burma,21.9162,95.956,55,0,0,0
Anguilla,United Kingdom,18.2206,-63.0686,55,0,0,0
British Virgin Islands,United Kingdom,18.4207,-64.64,55,0,0,0
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,55,0,0,0
NA_MS Zaandam,MS Zaandam,0.0,0.0,55,0,0,0
NA_Botswana,Botswana,-22.3285,24.6849,55,0,0,0
NA_Burundi,Burundi,-3.3731,29.9189,55,0,0,0
NA_Sierra Leone,Sierra Leone,8.460555000000001,-11.779889,55,0,0,0
NA_Malawi,Malawi,-13.254307999999998,34.301525,55,0,0,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,55,0,0,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,55,0,0,0
NA_South Sudan,South Sudan,6.8770000000000024,31.307,55,0,0,0
NA_Western Sahara,Western Sahara,24.2155,-12.8858,55,0,0,0
NA_Sao Tome and Principe,Sao Tome and Principe,0.18636,6.613081,55,0,0,0
NA_Yemen,Yemen,15.552726999999999,48.516388,55,0,0,0
NA_Afghanistan,Afghanistan,33.0,65.0,56,22,0,1
NA_Albania,Albania,41.1533,20.1683,56,59,2,0
NA_Algeria,Algeria,28.0339,1.6596,56,74,7,12
NA_Andorra,Andorra,42.5063,1.5218,56,39,0,1
NA_Angola,Angola,-11.2027,17.8739,56,0,0,0
NA_Antigua and Barbuda,Antigua and Barbuda,17.0608,-61.7964,56,1,0,0
NA_Argentina,Argentina,-38.4161,-63.6167,56,79,2,3
NA_Armenia,Armenia,40.0691,45.0382,56,84,0,1
Australian Capital Territory,Australia,-35.4735,149.0124,56,3,0,0
New South Wales,Australia,-33.8688,151.2093,56,267,5,4
Northern Territory,Australia,-12.4634,130.8456,56,1,0,0
Queensland,Australia,-28.0167,153.4,56,94,0,8
South Australia,Australia,-34.9285,138.6007,56,37,0,3
Tasmania,Australia,-41.4545,145.9707,56,10,0,0
Victoria,Australia,-37.8136,144.9631,56,121,0,8
Western Australia,Australia,-31.9505,115.8605,56,35,1,0
NA_Austria,Austria,47.5162,14.5501,56,1646,4,9
NA_Azerbaijan,Azerbaijan,40.1431,47.5769,56,28,1,6
NA_Bahamas,Bahamas,25.0343,-77.3963,56,1,0,0
NA_Bahrain,Bahrain,26.0275,50.55,56,256,1,88
NA_Bangladesh,Bangladesh,23.685,90.3563,56,14,1,3
NA_Barbados,Barbados,13.1939,-59.5432,56,2,0,0
NA_Belarus,Belarus,53.7098,27.9534,56,51,0,5
NA_Belgium,Belgium,50.8333,4.0,56,1486,14,31
NA_Benin,Benin,9.3077,2.3158,56,2,0,0
NA_Bhutan,Bhutan,27.5142,90.4336,56,1,0,0
NA_Bolivia,Bolivia,-16.2902,-63.5887,56,12,0,0
NA_Bosnia and Herzegovina,Bosnia and Herzegovina,43.9159,17.6791,56,38,0,2
NA_Brazil,Brazil,-14.235,-51.9253,56,372,3,2
NA_Brunei,Brunei,4.5353,114.7277,56,68,0,0
NA_Bulgaria,Bulgaria,42.7339,25.4858,56,92,2,0
NA_Burkina Faso,Burkina Faso,12.2383,-1.5616,56,20,1,0
NA_Cabo Verde,Cabo Verde,16.5388,-23.0418,56,0,0,0
NA_Cambodia,Cambodia,11.55,104.9167,56,35,0,1
NA_Cameroon,Cameroon,3.8480000000000003,11.5021,56,10,0,0
Alberta,Canada,53.9333,-116.5765,56,97,0,0
British Columbia,Canada,49.2827,-123.1207,56,186,7,0
Grand Princess,Canada,37.6489,-122.6655,56,9,0,0
Manitoba,Canada,53.7609,-98.8139,56,15,0,0
New Brunswick,Canada,46.5653,-66.4619,56,11,0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,56,3,0,0
Nova Scotia,Canada,44.681999999999995,-63.7443,56,12,0,0
Ontario,Canada,51.2538,-85.3232,56,221,1,0
Prince Edward Island,Canada,46.5107,-63.4168,56,1,0,0
Quebec,Canada,52.9399,-73.5491,56,94,0,0
Saskatchewan,Canada,52.9399,-106.4509,56,8,0,0
NA_Central African Republic,Central African Republic,6.6111,20.9394,56,1,0,0
NA_Chad,Chad,15.4542,18.7322,56,0,0,0
NA_Chile,Chile,-35.6751,-71.543,56,238,0,0
Anhui,China,31.8257,117.2264,56,990,6,984
Beijing,China,40.1824,116.4142,56,469,8,378
Chongqing,China,30.0572,107.874,56,576,6,570
Fujian,China,26.0789,117.9874,56,296,1,295
Gansu,China,37.8099,101.0583,56,133,2,91
Guangdong,China,23.3417,113.4244,56,1370,8,1313
Guangxi,China,23.8298,108.7881,56,253,2,250
Guizhou,China,26.8154,106.8748,56,146,2,144
Hainan,China,19.1959,109.7453,56,168,6,161
Hebei,China,39.549,116.1306,56,318,6,310
Heilongjiang,China,47.861999999999995,127.7615,56,482,13,0
Henan,China,33.882,113.61399999999999,56,1273,22,0
Hong Kong,China,22.3,114.2,56,181,4,92
Hubei,China,30.9756,112.2707,56,67800,3122,56927
Hunan,China,27.6104,111.7088,56,1018,4,1014
Inner Mongolia,China,44.0935,113.9448,56,75,1,73
Jiangsu,China,32.9711,119.455,56,631,0,631
Jiangxi,China,27.614,115.7221,56,935,1,934
Jilin,China,43.6661,126.1923,56,93,1,92
Liaoning,China,41.2956,122.6085,56,125,1,122
Macau,China,22.1667,113.55,56,15,0,10
Ningxia,China,37.2692,106.1655,56,75,0,75
Qinghai,China,35.7452,95.9956,56,18,0,18
Shaanxi,China,35.1917,108.8701,56,246,3,237
Shandong,China,36.3427,118.1498,56,761,7,746
Shanghai,China,31.201999999999998,121.4491,56,361,3,0
Shanxi,China,37.5777,112.2922,56,133,0,133
Sichuan,China,30.6171,102.7103,56,540,3,525
Tianjin,China,39.3054,117.323,56,136,3,133
Tibet,China,31.6927,88.0924,56,1,0,1
Xinjiang,China,41.1129,85.2401,56,76,3,73
Yunnan,China,24.974,101.48700000000001,56,176,2,0
Zhejiang,China,29.1832,120.0934,56,1232,1,1216
NA_Colombia,Colombia,4.5709,-74.2973,56,93,0,1
NA_Congo (Brazzaville),Congo (Brazzaville),-4.0383,21.7587,56,1,0,0
NA_Congo (Kinshasa),Congo (Kinshasa),-4.0383,21.7587,56,4,0,0
NA_Costa Rica,Costa Rica,9.7489,-83.7534,56,50,0,0
NA_Cote d'Ivoire,Cote d'Ivoire,7.54,-5.5471,56,6,0,1
NA_Croatia,Croatia,45.1,15.2,56,81,0,4
NA_Diamond Princess,Diamond Princess,0.0,0.0,56,712,7,325
NA_Cuba,Cuba,22.0,-80.0,56,7,1,0
NA_Cyprus,Cyprus,35.1264,33.4299,56,49,0,0
NA_Czechia,Czechia,49.8175,15.472999999999999,56,464,0,0
Faroe Islands,Denmark,61.8926,-6.9118,56,58,0,0
Greenland,Denmark,71.7069,-42.6043,56,1,0,0
NA_Denmark,Denmark,56.2639,9.5018,56,1057,4,1
NA_Djibouti,Djibouti,11.8251,42.5903,56,1,0,0
NA_Dominican Republic,Dominican Republic,18.7357,-70.1627,56,21,1,0
NA_Ecuador,Ecuador,-1.8312,-78.1834,56,111,2,0
NA_Egypt,Egypt,26.0,30.0,56,196,6,32
NA_El Salvador,El Salvador,13.7942,-88.8965,56,0,0,0
NA_Equatorial Guinea,Equatorial Guinea,1.5,10.0,56,4,0,0
NA_Eritrea,Eritrea,15.1794,39.7823,56,0,0,0
NA_Estonia,Estonia,58.5953,25.0136,56,258,0,1
NA_Eswatini,Eswatini,-26.5225,31.4659,56,1,0,0
NA_Ethiopia,Ethiopia,9.145,40.4897,56,6,0,0
NA_Fiji,Fiji,-17.7134,178.065,56,0,0,0
NA_Finland,Finland,64.0,26.0,56,336,0,10
French Guiana,France,3.9339,-53.1258,56,11,0,0
French Polynesia,France,-17.6797,149.4068,56,3,0,0
Guadeloupe,France,16.25,-61.5833,56,27,0,0
Mayotte,France,-12.8275,45.1662,56,3,0,0
New Caledonia,France,-20.9043,165.618,56,0,0,0
Reunion,France,-21.1351,55.2471,56,12,0,0
Saint Barthelemy,France,17.9,-62.8333,56,3,0,0
St Martin,France,18.0708,-63.0501,56,3,0,0
Martinique,France,14.6415,-61.0242,56,19,1,0
NA_France,France,46.2276,2.2137,56,9043,148,12
NA_Gabon,Gabon,-0.8037,11.6094,56,1,0,0
NA_Gambia,Gambia,13.4432,-15.3101,56,1,0,0
NA_Georgia,Georgia,42.3154,43.3569,56,38,0,1
NA_Germany,Germany,51.0,9.0,56,12327,28,105
NA_Ghana,Ghana,7.9465,-1.0232,56,7,0,0
NA_Greece,Greece,39.0742,21.8243,56,418,5,8
NA_Guatemala,Guatemala,15.7835,-90.2308,56,6,1,0
NA_Guinea,Guinea,9.9456,-9.6966,56,1,0,0
NA_Guyana,Guyana,5.0,-58.75,56,7,1,0
NA_Haiti,Haiti,18.9712,-72.2852,56,0,0,0
NA_Holy See,Holy See,41.9029,12.4534,56,1,0,0
NA_Honduras,Honduras,15.2,-86.2419,56,9,0,0
NA_Hungary,Hungary,47.1625,19.5033,56,58,1,2
NA_Iceland,Iceland,64.9631,-19.0208,56,250,1,5
NA_India,India,21.0,78.0,56,156,3,14
NA_Indonesia,Indonesia,-0.7893,113.9213,56,227,19,11
NA_Iran,Iran,32.0,53.0,56,17361,1135,5389
NA_Iraq,Iraq,33.0,44.0,56,164,12,43
NA_Ireland,Ireland,53.1424,-7.6921,56,292,2,5
NA_Israel,Israel,31.0,35.0,56,304,0,11
NA_Italy,Italy,43.0,12.0,56,35713,2978,4025
NA_Jamaica,Jamaica,18.1096,-77.2975,56,13,0,2
NA_Japan,Japan,36.0,138.0,56,889,29,144
NA_Jordan,Jordan,31.24,36.51,56,52,0,1
NA_Kazakhstan,Kazakhstan,48.0196,66.9237,56,35,0,0
NA_Kenya,Kenya,-0.0236,37.9062,56,3,0,0
NA_South Korea,South Korea,36.0,128.0,56,8413,84,1540
NA_Kuwait,Kuwait,29.5,47.75,56,142,0,15
NA_Kyrgyzstan,Kyrgyzstan,41.2044,74.7661,56,3,0,0
NA_Latvia,Latvia,56.8796,24.6032,56,71,0,1
NA_Lebanon,Lebanon,33.8547,35.8623,56,133,3,3
NA_Liberia,Liberia,6.4281,-9.4295,56,2,0,0
NA_Liechtenstein,Liechtenstein,47.14,9.55,56,28,0,0
NA_Lithuania,Lithuania,55.1694,23.8813,56,27,0,1
NA_Luxembourg,Luxembourg,49.8153,6.1296,56,203,2,0
NA_Madagascar,Madagascar,-18.7669,46.8691,56,0,0,0
NA_Malaysia,Malaysia,2.5,112.5,56,790,2,60
NA_Maldives,Maldives,3.2028,73.2207,56,13,0,0
NA_Malta,Malta,35.9375,14.3754,56,38,0,2
NA_Mauritania,Mauritania,21.0079,10.9408,56,1,0,0
NA_Mauritius,Mauritius,-20.2,57.5,56,3,0,0
NA_Mexico,Mexico,23.6345,-102.5528,56,93,0,4
NA_Moldova,Moldova,47.4116,28.3699,56,30,1,1
NA_Monaco,Monaco,43.7333,7.4167,56,7,0,0
NA_Mongolia,Mongolia,46.8625,103.8467,56,6,0,0
NA_Montenegro,Montenegro,42.5,19.3,56,2,0,0
NA_Morocco,Morocco,31.7917,-7.0926,56,49,2,1
NA_Namibia,Namibia,-22.9576,18.4904,56,2,0,0
NA_Nepal,Nepal,28.1667,84.25,56,1,0,1
Aruba,Netherlands,12.5186,-70.0358,56,4,0,0
Curacao,Netherlands,12.1696,-68.99,56,3,0,0
Sint Maarten,Netherlands,18.0425,-63.0548,56,0,0,0
NA_Netherlands,Netherlands,52.1326,5.2913,56,2051,58,2
NA_New Zealand,New Zealand,-40.9006,174.886,56,20,0,0
NA_Nicaragua,Nicaragua,12.8654,-85.2072,56,0,0,0
NA_Niger,Niger,17.6078,8.0817,56,0,0,0
NA_Nigeria,Nigeria,9.082,8.6753,56,8,0,1
NA_North Macedonia,North Macedonia,41.6086,21.7453,56,35,0,1
NA_Norway,Norway,60.472,8.4689,56,1550,6,1
NA_Oman,Oman,21.0,57.0,56,39,0,12
NA_Pakistan,Pakistan,30.3753,69.3451,56,299,0,2
NA_Panama,Panama,8.538,-80.7821,56,86,1,0
NA_Papua New Guinea,Papua New Guinea,-6.315,143.9555,56,0,0,0
NA_Paraguay,Paraguay,-23.4425,-58.4438,56,11,0,0
NA_Peru,Peru,-9.19,-75.0152,56,145,0,1
NA_Philippines,Philippines,13.0,122.0,56,202,19,5
NA_Poland,Poland,51.9194,19.1451,56,251,5,13
NA_Portugal,Portugal,39.3999,-8.2245,56,448,2,3
NA_Qatar,Qatar,25.3548,51.1839,56,452,0,4
NA_Romania,Romania,45.9432,24.9668,56,260,0,19
NA_Russia,Russia,60.0,90.0,56,147,0,8
NA_Rwanda,Rwanda,-1.9403,29.8739,56,8,0,0
NA_Saint Lucia,Saint Lucia,13.9094,-60.9789,56,2,0,0
NA_Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,12.9843,-61.2872,56,1,0,0
NA_San Marino,San Marino,43.9424,12.4578,56,119,11,4
NA_Saudi Arabia,Saudi Arabia,24.0,45.0,56,171,0,6
NA_Senegal,Senegal,14.4974,-14.4524,56,31,0,2
NA_Serbia,Serbia,44.0165,21.0059,56,83,0,1
NA_Seychelles,Seychelles,-4.6796,55.492,56,4,0,0
NA_Singapore,Singapore,1.2833,103.8333,56,313,0,114
NA_Slovakia,Slovakia,48.669,19.699,56,105,1,0
NA_Slovenia,Slovenia,46.1512,14.9955,56,275,1,0
NA_Somalia,Somalia,5.1521,46.1996,56,1,0,0
NA_South Africa,South Africa,-30.5595,22.9375,56,116,0,0
NA_Spain,Spain,40.0,-4.0,56,13910,623,1081
NA_Sri Lanka,Sri Lanka,7.0,81.0,56,51,0,1
NA_Sudan,Sudan,12.8628,30.2176,56,2,1,0
NA_Suriname,Suriname,3.9193,-56.0278,56,1,0,0
NA_Sweden,Sweden,63.0,16.0,56,1279,10,1
NA_Switzerland,Switzerland,46.8182,8.2275,56,3028,28,15
NA_Taiwan*,Taiwan*,23.7,121.0,56,100,1,22
NA_Tanzania,Tanzania,-6.369,34.8888,56,3,0,0
NA_Thailand,Thailand,15.0,101.0,56,212,1,42
NA_Togo,Togo,8.6195,0.8248,56,1,0,0
NA_Trinidad and Tobago,Trinidad and Tobago,10.6918,-61.2225,56,7,0,0
NA_Tunisia,Tunisia,34.0,9.0,56,29,0,0
NA_Turkey,Turkey,38.9637,35.2433,56,98,1,0
NA_Uganda,Uganda,1.0,32.0,56,0,0,0
NA_Ukraine,Ukraine,48.3794,31.1656,56,14,2,0
NA_United Arab Emirates,United Arab Emirates,24.0,54.0,56,113,0,26
Bermuda,United Kingdom,32.3078,-64.7505,56,0,0,0
Cayman Islands,United Kingdom,19.3133,-81.2546,56,1,1,0
Channel Islands,United Kingdom,49.3723,-2.3644,56,6,0,0
Gibraltar,United Kingdom,36.1408,-5.3536,56,8,0,2
Isle of Man,United Kingdom,54.2361,-4.5481,56,0,0,0
Montserrat,United Kingdom,16.7425,-62.1874,56,1,0,0
NA_United Kingdom,United Kingdom,55.3781,-3.4360000000000004,56,2626,71,65
NA_Uruguay,Uruguay,-32.5228,-55.7658,56,50,0,0
NA_US,US,37.0902,-95.7129,56,7783,118,105
NA_Uzbekistan,Uzbekistan,41.3775,64.5853,56,15,0,0
NA_Venezuela,Venezuela,6.4238,-66.5897,56,36,0,0
NA_Vietnam,Vietnam,16.0,108.0,56,75,0,16
NA_Zambia,Zambia,-15.4167,28.2833,56,2,0,0
NA_Zimbabwe,Zimbabwe,-20.0,30.0,56,0,0,0
Diamond Princess,Canada,0.0,0.0,56,0,0,0
NA_Dominica,Dominica,15.415,-61.371,56,0,0,0
NA_Grenada,Grenada,12.1165,-61.678999999999995,56,0,0,0
NA_Mozambique,Mozambique,-18.665695,35.529562,56,0,0,0
NA_Syria,Syria,34.802075,38.99681500000001,56,0,0,0
NA_Timor-Leste,Timor-Leste,-8.874217,125.727539,56,0,0,0
NA_Belize,Belize,13.1939,-59.5432,56,0,0,0
NA_Laos,Laos,19.856270000000002,102.495496,56,0,0,0
NA_Libya,Libya,26.3351,17.228331,56,0,0,0
NA_West Bank and Gaza,West Bank and Gaza,31.9522,35.2332,56,41,0,0
NA_Guinea-Bissau,Guinea-Bissau,11.8037,-15.1804,56,0,0,0
NA_Mali,Mali,17.570692,-3.996166000000001,56,0,0,0
NA_Saint Kitts and Nevis,Saint Kitts and Nevis,17.357822,-62.782998,56,0,0,0
Northwest Territories,Canada,64.8255,-124.8457,56,0,0,0
Yukon,Canada,64.2823,-135.0,56,0,0,0
NA_Kosovo,Kosovo,42.602636,20.902977,56,0,0,0
NA_Burma,Burma,21.9162,95.956,56,0,0,0
Anguilla,United Kingdom,18.2206,-63.0686,56,0,0,0
British Virgin Islands,United Kingdom,18.4207,-64.64,56,0,0,0
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,56,0,0,0
NA_MS Zaandam,MS Zaandam,0.0,0.0,56,0,0,0
NA_Botswana,Botswana,-22.3285,24.6849,56,0,0,0
NA_Burundi,Burundi,-3.3731,29.9189,56,0,0,0
NA_Sierra Leone,Sierra Leone,8.460555000000001,-11.779889,56,0,0,0
NA_Malawi,Malawi,-13.254307999999998,34.301525,56,0,0,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,56,0,0,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,56,0,0,0
NA_South Sudan,South Sudan,6.8770000000000024,31.307,56,0,0,0
NA_Western Sahara,Western Sahara,24.2155,-12.8858,56,0,0,0
NA_Sao Tome and Principe,Sao Tome and Principe,0.18636,6.613081,56,0,0,0
NA_Yemen,Yemen,15.552726999999999,48.516388,56,0,0,0
NA_Afghanistan,Afghanistan,33.0,65.0,57,22,0,1
NA_Albania,Albania,41.1533,20.1683,57,64,2,0
NA_Algeria,Algeria,28.0339,1.6596,57,87,9,32
NA_Andorra,Andorra,42.5063,1.5218,57,53,0,1
NA_Angola,Angola,-11.2027,17.8739,57,0,0,0
NA_Antigua and Barbuda,Antigua and Barbuda,17.0608,-61.7964,57,1,0,0
NA_Argentina,Argentina,-38.4161,-63.6167,57,97,3,3
NA_Armenia,Armenia,40.0691,45.0382,57,115,0,1
Australian Capital Territory,Australia,-35.4735,149.0124,57,4,0,0
New South Wales,Australia,-33.8688,151.2093,57,307,5,4
Northern Territory,Australia,-12.4634,130.8456,57,1,0,0
Queensland,Australia,-28.0167,153.4,57,144,0,8
South Australia,Australia,-34.9285,138.6007,57,42,0,3
Tasmania,Australia,-41.4545,145.9707,57,10,0,3
Victoria,Australia,-37.8136,144.9631,57,121,0,8
Western Australia,Australia,-31.9505,115.8605,57,52,1,0
NA_Austria,Austria,47.5162,14.5501,57,2013,6,9
NA_Azerbaijan,Azerbaijan,40.1431,47.5769,57,44,1,6
NA_Bahamas,Bahamas,25.0343,-77.3963,57,3,0,0
NA_Bahrain,Bahrain,26.0275,50.55,57,278,1,100
NA_Bangladesh,Bangladesh,23.685,90.3563,57,17,1,3
NA_Barbados,Barbados,13.1939,-59.5432,57,5,0,0
NA_Belarus,Belarus,53.7098,27.9534,57,51,0,5
NA_Belgium,Belgium,50.8333,4.0,57,1795,21,31
NA_Benin,Benin,9.3077,2.3158,57,2,0,0
NA_Bhutan,Bhutan,27.5142,90.4336,57,1,0,0
NA_Bolivia,Bolivia,-16.2902,-63.5887,57,12,0,0
NA_Bosnia and Herzegovina,Bosnia and Herzegovina,43.9159,17.6791,57,63,0,2
NA_Brazil,Brazil,-14.235,-51.9253,57,621,6,2
NA_Brunei,Brunei,4.5353,114.7277,57,75,0,0
NA_Bulgaria,Bulgaria,42.7339,25.4858,57,94,3,0
NA_Burkina Faso,Burkina Faso,12.2383,-1.5616,57,33,1,0
NA_Cabo Verde,Cabo Verde,16.5388,-23.0418,57,0,0,0
NA_Cambodia,Cambodia,11.55,104.9167,57,37,0,1
NA_Cameroon,Cameroon,3.8480000000000003,11.5021,57,13,0,0
Alberta,Canada,53.9333,-116.5765,57,119,0,0
British Columbia,Canada,49.2827,-123.1207,57,231,7,0
Grand Princess,Canada,37.6489,-122.6655,57,9,0,0
Manitoba,Canada,53.7609,-98.8139,57,17,0,0
New Brunswick,Canada,46.5653,-66.4619,57,11,0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,57,3,0,0
Nova Scotia,Canada,44.681999999999995,-63.7443,57,14,0,0
Ontario,Canada,51.2538,-85.3232,57,257,1,0
Prince Edward Island,Canada,46.5107,-63.4168,57,2,0,0
Quebec,Canada,52.9399,-73.5491,57,121,1,0
Saskatchewan,Canada,52.9399,-106.4509,57,16,0,0
NA_Central African Republic,Central African Republic,6.6111,20.9394,57,1,0,0
NA_Chad,Chad,15.4542,18.7322,57,1,0,0
NA_Chile,Chile,-35.6751,-71.543,57,238,0,0
Anhui,China,31.8257,117.2264,57,990,6,984
Beijing,China,40.1824,116.4142,57,480,8,380
Chongqing,China,30.0572,107.874,57,576,6,570
Fujian,China,26.0789,117.9874,57,296,1,295
Gansu,China,37.8099,101.0583,57,134,2,91
Guangdong,China,23.3417,113.4244,57,1378,8,1318
Guangxi,China,23.8298,108.7881,57,253,2,250
Guizhou,China,26.8154,106.8748,57,146,2,144
Hainan,China,19.1959,109.7453,57,168,6,161
Hebei,China,39.549,116.1306,57,318,6,310
Heilongjiang,China,47.861999999999995,127.7615,57,483,13,0
Henan,China,33.882,113.61399999999999,57,1273,22,0
Hong Kong,China,22.3,114.2,57,208,4,95
Hubei,China,30.9756,112.2707,57,67800,3130,57682
Hunan,China,27.6104,111.7088,57,1018,4,1014
Inner Mongolia,China,44.0935,113.9448,57,75,1,74
Jiangsu,China,32.9711,119.455,57,631,0,631
Jiangxi,China,27.614,115.7221,57,935,1,934
Jilin,China,43.6661,126.1923,57,93,1,92
Liaoning,China,41.2956,122.6085,57,125,1,122
Macau,China,22.1667,113.55,57,17,0,10
Ningxia,China,37.2692,106.1655,57,75,0,75
Qinghai,China,35.7452,95.9956,57,18,0,18
Shaanxi,China,35.1917,108.8701,57,246,3,237
Shandong,China,36.3427,118.1498,57,761,7,747
Shanghai,China,31.201999999999998,121.4491,57,363,3,0
Shanxi,China,37.5777,112.2922,57,133,0,133
Sichuan,China,30.6171,102.7103,57,540,3,536
Tianjin,China,39.3054,117.323,57,137,3,133
Tibet,China,31.6927,88.0924,57,1,0,1
Xinjiang,China,41.1129,85.2401,57,76,3,73
Yunnan,China,24.974,101.48700000000001,57,176,2,0
Zhejiang,China,29.1832,120.0934,57,1233,1,1217
NA_Colombia,Colombia,4.5709,-74.2973,57,102,0,1
NA_Congo (Brazzaville),Congo (Brazzaville),-4.0383,21.7587,57,3,0,0
NA_Congo (Kinshasa),Congo (Kinshasa),-4.0383,21.7587,57,14,0,0
NA_Costa Rica,Costa Rica,9.7489,-83.7534,57,69,1,0
NA_Cote d'Ivoire,Cote d'Ivoire,7.54,-5.5471,57,9,0,1
NA_Croatia,Croatia,45.1,15.2,57,105,1,5
NA_Diamond Princess,Diamond Princess,0.0,0.0,57,712,7,325
NA_Cuba,Cuba,22.0,-80.0,57,11,1,0
NA_Cyprus,Cyprus,35.1264,33.4299,57,67,0,0
NA_Czechia,Czechia,49.8175,15.472999999999999,57,694,0,0
Faroe Islands,Denmark,61.8926,-6.9118,57,72,0,0
Greenland,Denmark,71.7069,-42.6043,57,2,0,0
NA_Denmark,Denmark,56.2639,9.5018,57,1151,6,1
NA_Djibouti,Djibouti,11.8251,42.5903,57,1,0,0
NA_Dominican Republic,Dominican Republic,18.7357,-70.1627,57,34,2,0
NA_Ecuador,Ecuador,-1.8312,-78.1834,57,199,3,0
NA_Egypt,Egypt,26.0,30.0,57,256,6,32
NA_El Salvador,El Salvador,13.7942,-88.8965,57,1,0,0
NA_Equatorial Guinea,Equatorial Guinea,1.5,10.0,57,6,0,0
NA_Eritrea,Eritrea,15.1794,39.7823,57,0,0,0
NA_Estonia,Estonia,58.5953,25.0136,57,267,0,1
NA_Eswatini,Eswatini,-26.5225,31.4659,57,1,0,0
NA_Ethiopia,Ethiopia,9.145,40.4897,57,6,0,0
NA_Fiji,Fiji,-17.7134,178.065,57,1,0,0
NA_Finland,Finland,64.0,26.0,57,400,0,10
French Guiana,France,3.9339,-53.1258,57,11,0,0
French Polynesia,France,-17.6797,149.4068,57,6,0,0
Guadeloupe,France,16.25,-61.5833,57,33,0,0
Mayotte,France,-12.8275,45.1662,57,3,0,0
New Caledonia,France,-20.9043,165.618,57,2,0,0
Reunion,France,-21.1351,55.2471,57,14,0,0
Saint Barthelemy,France,17.9,-62.8333,57,3,0,0
St Martin,France,18.0708,-63.0501,57,4,0,0
